food_id,item,veg_or_non_veg
fd131066,PRAWNS BIRYANI,Veg
fd131068,Veg Mughlai Biryani,Veg
fd131069,Mixed Fried Rice Non Veg.,Non-veg
fd131070,HYDERABADI VEG. DUM BIRYANI,Veg
fd131075,Bullet Naan,Veg
fd131091,GARLIC BREAD,Veg
fd131092,CHEESE GARLIC BREAD,Veg
fd131101,CHICKEN PIZZA,Non-veg
fd131103,Magic Salad Bowl,Veg
fd131104,Sauteed Vegetables With Mint Dip,Veg
fd131105,Protein Bomb Salad,Veg
fd131106,Quinoa Super Bowl,Veg
fd131107,Sprouts Bhel Salad,Veg
fd131108,Pearl Couscous Salad,Veg
fd131109,Magic Fruit Bowl With Dry Fruits And Honey,Veg
fd131110,Mini Magic Fruit Bowl,Veg
fd131112,Brown Bread Sandwich With Salad And Dip,Veg
fd131116,Cucumber Mint Cooler,Veg
fd131120,Orange Masti Shake,Veg
fd131131,Sandwich Combo 1,Veg
fd131132,Sandwich Combo 2,Veg
fd131133,Family Combo 2,Veg
fd131134,Family Combo 1,Veg
fd131140,Plain Cheese,Veg
fd131142,Masala Cheese,Veg
fd131146,Veg Frank Roll,Veg
fd131147,Veg Cheese Frank Roll,Veg
fd131148,Paneer Schezwan Frank Roll,Veg
fd131149,Tandoori Paneer Frank Roll,Veg
fd131150,Veg Schezwan Frank Roll,Veg
fd131151,Veg Mayo Frank Roll,Veg
fd131152,Cheese Paneer Frank Roll,Veg
fd131154,Junglee Club Sandwich,Non-veg
fd131156,Veg Mayo Cheese Sandwich,Veg
fd131157,Tandoori Paneer Cheese Sandwich,Veg
fd131160,Vegizzaa Sandwich,Veg
fd131161,Green Garlic Toast,Veg
fd131162,Mayo Masala Cheese Sandwich,Veg
fd131163,Foot Long Sandwich[Open],Veg
fd131164,Mexican Foot Long Sandwich[Open],Veg
fd131165,Bubble Sandwich,Veg
fd131168,Cheese Jam Butter Sandwich,Veg
fd131172,Corn Delight Pizza,Veg
fd131174,Peprika Paneer Pizza,Veg
fd131176,Twins Pizza,Veg
fd131177,Garlic Bread Cheese[4Pcs],Veg
fd131178,Penne Arrabiata Pasta,Veg
fd131179,Alfreda Cheese Pasta,Veg
fd131182,Salsa Nachos,Veg
fd131183,Chilli Garlic Nachos,Veg
fd131191,Harira,Veg
fd131192,Crispy Harissa Chickpea Caesar Salad,Veg
fd131193,Kefta Kebab,Veg
fd131194,Maaqouda,Veg
fd131195,Manakish,Veg
fd131196,Barbabietola Patty,Veg
fd131197,Cheesy Fatayer,Veg
fd131198,Cottage Cheese Chermoula,Veg
fd131199,Stuffed Bell Pepper,Veg
fd131200,Tajine,Veg
fd131201,Spicy Wonton Soup,Veg
fd131203,Caprese Chowder,Veg
fd131204,Vietnamese Pho,Veg
fd131205,Caldo Verde Soup,Veg
fd131206,Chilled Watermelon Soup,Veg
fd131207,Charred Grilled Vegetable Salad,Veg
fd131209,Dixy Salad,Veg
fd131210,Indian Table Salad,Veg
fd131211,Zingy Paneer,Non-veg
fd131212,Deconstructed Samosa,Veg
fd131213,True Grilled Cheese,Veg
fd131214,Grilled Vegetable,Veg
fd131215,Mexican Stuffed,Veg
fd131216,Primavera,Veg
fd131217,Genovese,Veg
fd131219,Bandiera D'italia,Veg
fd131220,Pomodoro Basilio,Veg
fd131221,Siciliana,Veg
fd131222,Rosa,Veg
fd131223,Sun Dried Tomato and Spinach Ravioli,Veg
fd131224,Satrangi Chaat,Veg
fd131225,Paan Patta Chaat,Veg
fd131228,On 10 Dips and Chips Platter,Veg
fd131229,Hot Pot Popper,Veg
fd131230,Winter Kebab,Veg
fd131231,Cheesy Corn Fritters,Veg
fd131232,Ras el hanout Fries,Veg
fd131233,Greek Feta Fries,Veg
fd131235,Frito Misto,Veg
fd131236,Honey Chili Water Chestnut,Veg
fd131237,Macho Nacho,Veg
fd131238,Thai Taquitos,Veg
fd131239,1am Noodles,Veg
fd131240,Mozzarella Carrozza,Veg
fd131241,Peanut Manchurian,Veg
fd131242,Cheesy Mushroom Crostini,Veg
fd131243,Pomodoro Crostini,Veg
fd131244,Monte Carlo Cottage Cheese,Veg
fd131245,Alkaline Kebab,Veg
fd131246,Tandoori Taco,Veg
fd131247,Cheese Burst Kulcha,Veg
fd131248,Kakori Kebab,Veg
fd131249,Soya Shami Kebab,Veg
fd131250,Clay pot Pineapple,Veg
fd131251,Tandoori Veg,Veg
fd131252,Thai Paneer Tikka,Veg
fd131253,Firangi Paneer Tikka,Veg
fd131256,Pahadi Tikka,Veg
fd131259,Tandoori Soya Chaap Roll,Veg
fd131260,Bhatti ke Badami Aloo,Veg
fd131261,Tuscan Casserole,Veg
fd131262,Malabhati,Veg
fd131263,Swiss Vegetable Medley,Veg
fd131265,Baked Mac and Cheese,Veg
fd131266,Cheese Burst Mexican,Veg
fd131267,Uno Mexicano,Veg
fd131268,Cheese Pesto Curry with Almond Rice,Veg
fd131269,Cottage Cheese Satay Curry with Burnt Garlic Noodles,Veg
fd131270,Ethiopian Berbere Curry with Herbed Butter Rice,Veg
fd131271,Taco Spiced Cottage Cheese with Garlic Bread,Veg
fd131272,Kikkoman Bok Choy Noodles,Veg
fd131273,Stir Fried Chinese Green,Veg
fd131275,Thai curry,Veg
fd131276,Bangkok Curry,Veg
fd131277,Dudh ke Moti,Veg
fd131278,Butter Paneer masala,Veg
fd131279,Butter  Cheese masala,Veg
fd131280,Shahi Khoya Kaju,Veg
fd131281,Bhatti Paneer,Veg
fd131282,Paneer Achari rolls,Veg
fd131283,Bharwa Paneer Lababdar,Veg
fd131286,Kalyani roll,Veg
fd131287,ON10 ka Kofta,Veg
fd131288,Soya Stick Taka- Tak,Veg
fd131289,Subz Kurma,Veg
fd131290,Cheesy Mix Veg,Veg
fd131291,Veg Banjara,Veg
fd131292,Hasselback Dum Aloo,Veg
fd131293,Tandoori Phool,Veg
fd131294,Pahadi Veg,Veg
fd131295,Dhaba Wala Soya Chaap,Veg
fd131298,Dal Arhar (Makhani),Veg
fd131300,Hawaiian Pulao,Veg
fd131301,Nawabi Pulao,Veg
fd131302,Awadhi Biryani,Veg
fd131303,Vaghareli Masala Khichdi,Veg
fd131304,Veg Dum Pukth Biryani,Veg
fd131305,Soya Chaap Biryani,Veg
fd131320,Soya Keema Kulcha,Veg
fd131330,Lotus Biscoff Cheese Cake,Veg
fd131331,Kabaddi Rabdi,Veg
fd131332,Hello To the Queen,Veg
fd131333,Sparkling Apple Twist,Veg
fd131334,Bullfrog,Veg
fd131335,Shady Beer,Veg
fd131336,Cranberry Mountain,Veg
fd131337,Shirley Temple,Veg
fd131339,Go Go Punch,Veg
fd131340,Atomic Cat,Veg
fd131341,Is It Sangria?,Veg
fd131342,Mirchi Mumtaz,Veg
fd131343,Sun Downer,Veg
fd131344,On 10 Special,Veg
fd131345,Virgin Mojito (230 ml),Veg
fd131346,Strawberry Mojito  (230 ml),Veg
fd131347,Orange Mojito (230 ml),Veg
fd131348,Pineapple Mojito (230 ml),Veg
fd131349,Green Apple Mojito (230 ml),Veg
fd131350,Kiwi Mojito (230 ml),Veg
fd131351,Litchi Mojito (230 ml),Veg
fd131352,Watermelon Mojito (230 ml),Veg
fd131353,Cranberry Mojito (230 ml),Veg
fd131354,Passion Fruit Mojito (230 ml),Veg
fd131355,Palate-5 (180 ml),Veg
fd131356,Berry Punch (180 ml),Veg
fd131357,Salty Language (180 ml),Veg
fd131358,"Don't Panic, Its Organic (180 ml)",Veg
fd131364,Iced Americana,Veg
fd131367,Hazelnut latte,Veg
fd131369,Iced Vietnamese,Veg
fd131370,Classic Hot Chocolate (210 ml),Veg
fd131371,Dark Hot Chocolate (210 ml),Veg
fd131372,Nutella Hot chocolate (210 ml),Veg
fd131373,Caramel Hot chocolate (210 ml),Veg
fd131374,Hazelnut Hot chocolate (210 ml),Veg
fd131375,Truffle Chocolate Shake (250 ml),Veg
fd131376,Belgium Chocolate Shake (250 ml),Veg
fd131377,Mango Shake (250 ml),Veg
fd131378,Strawberry Shake (250 ml),Veg
fd131379,Caramel Shake (250 ml),Veg
fd131380,Oreo Shake (250 ml),Veg
fd131381,Hide and Seek Shake (250 ml),Veg
fd131382,Kit Kat Shake (250 ml),Veg
fd131383,Sneaker Shake (250 ml),Veg
fd131384,Lindt Shake (250 ml),Veg
fd131385,Bischoff Shake (250 ml),Veg
fd131386,Bounty Shake (250 ml),Veg
fd131387,Ferrero Rocher Shake (250 ml),Veg
fd131393,Aloo Dahi Wala,Veg
fd131395,Gobhi Mutter Korma,Veg
fd131397,Veg. Jalfraize,Veg
fd131402,Paneer Anarkali,Veg
fd131408,Sheeba Delicious,Veg
fd131409,Tomato Corn Bhartha,Veg
fd131413,Paneer Mushroom Mutter,Veg
fd131416,Aloo Gobi/ Jeera Aloo,Veg
fd131417,Butter Chicken With Bone (6 Pcs),Non-veg
fd131418,Prawn Curry (10 Pcs),Non-veg
fd131419,Murg Musalam (6 Pcs),Non-veg
fd131420,Chicken Bhuna (6 Pcs),Non-veg
fd131421,Chicken Patiala (3 Pcs),Non-veg
fd131422,Chicken Tikka Masala (6 Pcs),Non-veg
fd131426,Chicken Tawa (6 Pcs),Non-veg
fd131427,Mutton Rara (4-5 Pcs),Non-veg
fd131428,Mutton Bhuna (4-5 Pcs),Non-veg
fd131429,Chicken Sheeba,Non-veg
fd131430,Mutton Rogan Josh (4-5 Pcs),Non-veg
fd131431,Amratsari Kukad With Bone (4 Pcs),Non-veg
fd131432,Mutton Masala (4-5 P Cs),Non-veg
fd131434,Murgh Musalam With Bone (6 Pcs),Non-veg
fd131436,Chicken Amritsari (6 Pcs),Non-veg
fd131440,Chicken Nawabi,Non-veg
fd131442,Mutton Do Pyaza (4-5 Pcs),Non-veg
fd131443,Mutton Sagwala (4-5 Pcs),Non-veg
fd131445,Seekh Kebab Curry,Non-veg
fd131446,Keema Curry,Non-veg
fd131447,Egg Curry (3 Boiled Eggs),Non-veg
fd131448,Egg Bhurji (3 Eggs),Non-veg
fd131449,Egg Keema (3 Eggs),Non-veg
fd131451,Veg Man chow Soup,Veg
fd131452,Veg Burnt Ginger Soup,Veg
fd131454,Cream of Veg  Soup,Veg
fd131459,Palak Soup,Veg
fd131462,Jahangiri Shorba,Non-veg
fd131463,Non Veg Burnt Ginger Soup,Non-veg
fd131464,Cream Of Chicken Soup (serves1),Non-veg
fd131465,Chicken Noodle Soup (serves1),Non-veg
fd131466,Lung Fung Soup,Non-veg
fd131469,Man chow Soup,Non-veg
fd131470,Cream of Chi Soup,Non-veg
fd131471,Chicken Ghee Roast Boneless (8 Pcs),Non-veg
fd131472,Chicken Lollipop (gravy)6pcs,Non-veg
fd131473,Paneer Chilli (gravy)(10 Pcs),Veg
fd131474,Veg Munchurian (gravy)(10 Pcs),Veg
fd131478,Veg Garlic,Veg
fd131479,Veg Sweet and Sour,Veg
fd131485,Egg Cheese,Non-veg
fd131486,Paneer Cheese,Veg
fd131487,Chicken Cheese,Non-veg
fd131490,Egg Frankie,Non-veg
fd131492,Paneer 65 (10 Pcs),Veg
fd131493,Paneer Chilli (10 Pcs),Veg
fd131494,Mushroom Chilli (12 Pcs),Veg
fd131495,Veg Munchurian (12pcs),Veg
fd131497,Spring Roll (8 Pcs),Veg
fd131505,Seekh Kabab Biryani,Non-veg
fd131507,Chicken Biryani (Bonless),Non-veg
fd131518,Roti(1pcs),Veg
fd131530,Hara Bhara Kebab (10 Pcs),Veg
fd131531,Paneer Pudina Tikka (8 Pcs),Veg
fd131533,Mushroom Kebab (12 Pcs),Veg
fd131537,Aloo Mushroom Kebab (10 Pcs),Veg
fd131538,Mix Tandoor Platter,Non-veg
fd131539,Tandoori Chicken Half (2 Pcs),Non-veg
fd131540,Afghani Tangri Kebab (3 Pcs),Non-veg
fd131541,Ghee Roast Chicken (6 Pcs),Non-veg
fd131542,Chicken Tangri Kebab (3 Pcs),Non-veg
fd131543,Chicken Haryali Tikka (8 Pcs),Non-veg
fd131544,Chicken Achari Tikka (8 Pcs),Non-veg
fd131545,Mutton Seekh Kebab (8 Pcs),Non-veg
fd131547,Egg Ghee Roast (3 Pcs),Non-veg
fd131548,Boiled Egg (3 Pcs),Non-veg
fd131560,Mineral Water (1ltr),Veg
fd131562,Non Veg Lunch Pack,Non-veg
fd131568,Chips,Veg
fd131571,Florentine,Veg
fd131572,Augratin,Veg
fd131573,Veg Punjabi Combo,Veg
fd131574,Non Veg Punjabi Combo,Non-veg
fd131583,Chicken Chilly Garlic Noodle,Non-veg
fd131585,Chicken Garlic (10 Pcs),Non-veg
fd131587,Chicken Mushroom (8 Pcs),Non-veg
fd131588,Chicken Chilly (gravy) (8 Pcs),Non-veg
fd131590,Fish Chilly (gravy) (8 Pcs),Non-veg
fd131591,Chicken Lollipop (8 Pcs),Non-veg
fd131592,Chicken Manchurian (10 Pcs),Non-veg
fd131593,Chicken Chilly With Bone (8 Pcs),Non-veg
fd131594,Chicken Sixty Five (10 Pcs),Non-veg
fd131595,Chicken Chilly (10 Pcs),Non-veg
fd131596,Fish Manchurian Dry (10 Pcs),Non-veg
fd131597,Fish Chilly (10 Pcs),Non-veg
fd131598,Fish Fried (3 Pcs),Non-veg
fd131599,Fish Amritsari (6 Pcs),Non-veg
fd131601,Fried Prawns (10 Pcs),Non-veg
fd131602,Prawns Chilly (10 Pcs),Non-veg
fd131603,Chicken Spring Roll (8 Pcs),Non-veg
fd131604,Baked Masala Lavash [90 Gm],Veg
fd131605,Butter Khari [250 Gm],Veg
fd131606,Masala Khari [250 Gm],Veg
fd131607,Almond - Sticks[150 Gm],Veg
fd131608,Belgium Chocolate Chips Cookies [150gm],Veg
fd131609,Coconut Almond Cookies[150 Gm],Veg
fd131610,Pista Sticks[150 Gm],Veg
fd131611,Shrewsbury Cookies[150 Gm],Veg
fd131612,Belgium Double Chocolate Cookies [150gm],Veg
fd131613,Nutella Cheesecake Jar,Veg
fd131615,Belgium Chocolate Pastry,Veg
fd131617,Blueberry Cheesecake Pastry,Veg
fd131618,Belgium Chocolate Cake,Veg
fd131619,Chocolate Addiction [truffle] Cake,Veg
fd131621,Tiramisu Cake Tub[250 Gms],Veg
fd131622,Orange Almond Cake Tub[300 Gm],Veg
fd131623,Whole Wheat Thin Crust Pizza Base [2 Pc],Veg
fd131627,Milk Rusk [250 Gm],Veg
fd131628,Masala Cheese Straws[150gm],Veg
fd131635,Blueberry Cheesecake Jar,Veg
fd131644,Packaged Drinking Water [500 Ml],Veg
fd131646,Non-Veg Lunch Pack,Non-veg
fd131651,Paneer Angare,Veg
fd131653,Tawa Paneer Methi Lasuni,Veg
fd131663,Shikari Leg [1 Piece],Non-veg
fd131667,Chicken Tangdi Kebab [2 Pcs] [Served with lacha onion and mint chutney],Non-veg
fd131668,Tandoori Chicken [2Pcs] [Served with mint chutney.],Non-veg
fd131669,Chicken Tikka Garlic Masala,Non-veg
fd131671,Smoked Butter Chicken,Non-veg
fd131674,Chicken Keema Masala Meal [500 Gm],Non-veg
fd131675,Chicken Rara Meal [500 Gm],Non-veg
fd131676,Butter Chicken Meal [500 Gm],Non-veg
fd131677,Chicken Kadai Meal [500 Gm],Non-veg
fd131678,Chicken Rogan Josh Meal [500 Gm],Non-veg
fd131679,Murgh Tariwala Meal [500 Gm],Non-veg
fd131680,Tawa Chicken Meal [500 Gm],Non-veg
fd131684,Chicken Biryani [1 kg] - Served With Mix veg Raita,Non-veg
fd131685,Chicken Biryani [500 Gm] - Served With Mix veg Raita,Non-veg
fd131686,Chicken Handi Biryani [1 kg][Served in handi and mix veg raita],Non-veg
fd131687,Chicken Tikka Biryani [500 Gm] - Served With Mix veg Raita,Non-veg
fd131688,Veg Handi Biryani [1 kg],Veg
fd131694,Tandoori Roti [1 Piece],Veg
fd131695,Lachha Paratha [1 Piece],Veg
fd131696,Naan [1 Piece],Veg
fd131697,Garlic Naan [1 Piece],Veg
fd131699,Classic Curd,Veg
fd131701,Mineral Water [500 Ml],Veg
fd131703,Raita [Onion/ Veg],Veg
fd131717,Paneer Fajita Wrap,Veg
fd131718,Veg Kebab Wrap,Veg
fd131719,Mediterranean Wrap,Veg
fd131720,Cheese Melt Wrap,Veg
fd131721,Jalapeno Cheese Wrap,Veg
fd131724,African Peri Peri Wrap,Veg
fd131725,Paneer BBQ Wrap,Veg
fd131726,Paneer Schezwan Wrap,Veg
fd131732,Chatpata Chole Masala Wrap,Veg
fd131735,Spicy Cheesy Egg Wrap,Non-veg
fd131736,Simple Mayo [50 Ml],Veg
fd131737,Cheese Dip [50 Ml],Veg
fd131738,Cheese Jalapeno Dip [50 Ml],Veg
fd131739,BBQ Sauce [50 Ml],Veg
fd131740,Makhani Dip [50 Ml],Veg
fd131741,Salsa Dip [50 Ml],Veg
fd131742,Chilli Garlic Dip [50 Ml],Veg
fd131743,Mint Mayo [50 Ml],Veg
fd131744,Tandoori Dip [50 Ml],Veg
fd131745,Peri Peri Dip [50 Ml],Veg
fd131746,Schezwan Mayo [50 Ml],Veg
fd131748,Cheese Chilli Garlic Bread,Veg
fd131760,Allo Wrap,Veg
fd131761,Allo Roll,Veg
fd131762,Masala Aallo Wrap,Veg
fd131763,Masala Aallo  Roll,Veg
fd131764,Masala Corn Wrap,Veg
fd131765,Masala Corn Roll,Veg
fd131766,Soyabeen Wrap,Veg
fd131767,Soyabeen  Roll,Veg
fd131769,Mix Veg  Roll,Veg
fd131770,Cheesy Wrap,Veg
fd131771,Cheesy  Roll,Veg
fd131773,Paneer  Roll,Veg
fd131774,Malai Paneer Wrap,Veg
fd131775,Malai Paneer  Roll,Veg
fd131776,Chilly Paneer Wrap,Veg
fd131777,Chilly Paneer  Roll,Veg
fd131778,Masala Paneer Wrap,Veg
fd131779,Masala Paneer  Roll,Veg
fd131782,Punibai Special Lassi,Veg
fd131783,Masala Chhash,Veg
fd131790,Plain Chhash,Veg
fd131791,Fresh Lime Water (Salty),Veg
fd131794,Reg. Dabeli,Veg
fd131796,Mayonnaise Dabeli,Veg
fd131797,Mayonnaise Cheese Dabeli,Veg
fd131804,Cheese Butter,Veg
fd131807,Alu Veg Mix,Veg
fd131810,Jam Cheese Chocolate,Veg
fd131811,Real Pineapple Cheese,Veg
fd131812,Maxican Club,Veg
fd131815,Four in One,Veg
fd131816,Sp Club Gugra Toster,Veg
fd131824,Vadapav,Veg
fd131826,Veg. Cheese Vadapav,Veg
fd131831,Mayonise Puff,Veg
fd131839,Choco Coffee Mix,Veg
fd131840,3 in 1 Coffee,Veg
fd131841,Bounrvita,Veg
fd131848,Veg Sechezwan Maggi Spicy Rs,Veg
fd131861,Mineral Water [1liter],Veg
fd131868,Bread Butter S/W,Veg
fd131869,Cheese Chutney S/W,Veg
fd131870,Vegetable S W,Veg
fd131871,Vegetable Cheese S/W,Veg
fd131872,Aloo Mutter S W,Veg
fd131873,Aloo Mutter Cheese S/W,Veg
fd131874,Corn Capsicum S/W,Veg
fd131875,Veg Schezwan S/W,Veg
fd131876,Aloo Mutter S/W [Regular],Veg
fd131877,Cheese S/W [Regular],Veg
fd131878,Pineple Cheese S/W [Regular],Veg
fd131879,Panner Tandoori Cheese S/W [Regular],Veg
fd131880,Panner Periperi Cheese S/W [Regular],Veg
fd131881,Corn Capsicum Cheese S/W [Regular],Veg
fd131882,Chocolate  S/W [Regular],Veg
fd131896,Veg. Combo,Veg
fd131902,Quarantine Meal,Veg
fd131903,Premium Non Veg. Meal,Non-veg
fd131904,Premium Veg. Meal,Veg
fd131905,Executive Lunch Veg,Veg
fd131906,Executive Lunch Egg,Non-veg
fd131907,Executive Lunch Non-veg,Non-veg
fd131908,Boiled / Fried Egg,Non-veg
fd131909,Grill Tawa Skin Aloo   (8pcs),Veg
fd131910,Harabhara Kebab (10 Pcs),Veg
fd131911,Hariyali Tikka,Veg
fd131913,Grill Tawa Paneer  (8pcs),Veg
fd131914,Grill Tawa Soya Chunks  (20pcs),Non-veg
fd131915,Grill Tawa Chicken,Non-veg
fd131916,Grill Tawa Chicken Salli  (15pcs),Non-veg
fd131917,Grill Tawa Chicken Tikka  (8pcs),Non-veg
fd131918,Grill Tawa Chicken Tangadi (3pcs),Non-veg
fd131919,Chicken Chilly (boneless),Non-veg
fd131921,Sezwan Fried Rice  (350gm),Veg
fd131922,Veg Fried Rice  (350 Gm),Veg
fd131923,Manchurian Fried Rice (350gm),Veg
fd131924,Veg Manchurian (10pc),Veg
fd131925,Paneer Chilly (10pcs),Veg
fd131926,Egg Fried Rice  (350gm),Non-veg
fd131927,Chicken Chilly (10pcs),Non-veg
fd131928,Chicken Fried Rice (350gm),Non-veg
fd131929,Aloo Methi / Jeera Aloo,Veg
fd131944,Veg Askanytime Special,Veg
fd131949,Paneer Askanytime Special,Veg
fd131950,Chicken Curry (boneless),Non-veg
fd131953,Kheema Kaleji Masala,Non-veg
fd131954,Pomfret Tawa Masala,Non-veg
fd131955,Egg Curry (3 Egg),Non-veg
fd131956,Egg Askanytime Special (5 Egg),Non-veg
fd131957,Chicken Kadhai (with Bone),Non-veg
fd131958,Chicken Askanytime Special,Non-veg
fd131959,Chicken Methi Garlic Masala (bone Less),Non-veg
fd131960,Chicken Butter Masala (bone Less),Non-veg
fd131961,Mutton Rogan Josh (with Bone),Non-veg
fd131962,Mutton Askanytime Special [with Bone],Non-veg
fd131963,Murg Methi Garlic Masala [with Bone],Non-veg
fd131972,Veg Biryani Askanytime Special,Veg
fd131973,Biryani Askanytime Special (with Bone) Chicken,Non-veg
fd131975,Chicken Dum Biryani (with  Bone ),Non-veg
fd131976,Mutton Dum Biryani ( Bone ),Non-veg
fd131977,Biryani Askanytime Special (with Bone) Mutton,Non-veg
fd131978,Puri (6 Pcs),Veg
fd131982,Lachha Paratha ( Malabari),Veg
fd131984,Veg Pizza Askanytime Special,Veg
fd131985,Non Veg Pizza Askanytime Special,Non-veg
fd131992,Punjabi Samosa [2 Piece],Veg
fd131993,Extra Gulab Jamun,Veg
fd131994,Gulab Jamun [3 Piece],Veg
fd131996,Butter Milk (200ml),Veg
fd131999,Food Packet,Veg
fd132001,Butter Milk [300 Ml],Veg
fd132002,Cheese Green Chilly Paratha [2 Pcs],Veg
fd132003,Paneer Cheese Paratha [2 Pcs],Veg
fd132004,Paneer Paratha [ 2 Pcs],Veg
fd132005,Gobhi Cheese Paratha [2 Pcs],Veg
fd132006,Gobhi Onion Paratha [2 Pcs],Veg
fd132007,Muli Onion Cheese Paratha [2 Pcs],Veg
fd132008,Muli Onion Paratha [2 Pcs],Veg
fd132009,Aloo Cheese Paratha [2 Pcs],Veg
fd132013,Chease Paratha [2 Pcs],Veg
fd132014,Gobhi Onion Cheese Paratha,Veg
fd132016,Muli Cheese Paratha,Veg
fd132017,Muli Paratha ( Seasonal),Veg
fd132022,Classic Margherita Pizza [9 Inches],Veg
fd132023,Four Cheese Pizza [9 Inches],Veg
fd132024,Indian Pizza [9 Inches],Veg
fd132025,Peri Peri Paneer Pizza [9 Inches],Veg
fd132026,Pizza Diablo [9 Inches],Veg
fd132027,Spicy Veg Pizza [9 Inches],Veg
fd132028,Supreme Pizza [9 Inches],Veg
fd132029,Veggie Overload Pizza [9 Inches],Veg
fd132030,Calzone Pizza [9 Inches],Veg
fd132031,Pesto Pizza [9 Inches],Veg
fd132032,Red And White Pizza- Half & Half [9 Inches],Veg
fd132033,Skinny Margherita [9 Inches],Veg
fd132034,Angry Chick Pizza [9 Inches],Non-veg
fd132035,Butter Chicken Pizza [9 Inches],Non-veg
fd132036,Pepperoni Pizza [9 Inches],Non-veg
fd132037,Spicy Pepperoni Pizza [9 Inches],Non-veg
fd132040,Tear And Share Garlic Bread,Veg
fd132042,Nutella Cheese Cake [ SLICE ],Veg
fd132043,Raspberry White Chocolate Cheese Cake [ SLICE ],Veg
fd132044,Tiramisu Cheese Cake [ SLICE ],Veg
fd132046,Oreo Shake [ 250 ML ],Veg
fd132047,Tomato Basil Mozzarella Salad,Veg
fd132050,Angry Pizza [9 Inches],Veg
fd132052,Hot Sauce Pizza [9 Inches],Veg
fd132054,Mexican Pizza [9 Inches],Veg
fd132064,BBQ Bianco Pizza [9 Inches],Veg
fd132065,Inverted Margherita,Veg
fd132068,Chicken Fresco Pizza [9 Inches],Non-veg
fd132070,Peri Peri Chicken Pizza [9 Inches],Non-veg
fd132072,BBQ Chicken Pizza [9 Inches],Non-veg
fd132073,Smoked Sriracha Chicken [ 9 Inches ],Non-veg
fd132079,Hand Streched Gb,Veg
fd132080,Build Your Own Pasta,Veg
fd132087,Fizzy Ginger Ale,Veg
fd132088,Masala Thums Up [250 Ml],Veg
fd132089,Mojito [250 Ml],Veg
fd132090,Soft Drink [300 Ml],Veg
fd132091,Mineral Water [500 Ml,Veg
fd132092,Fresh Ice Tea [250 Ml],Veg
fd132093,Lemonade [250 Ml],Veg
fd132094,Cranberry And Mint Mojito,Veg
fd132096,Chilled Americano [ 250 ML ],Veg
fd132097,Iced Frappe [ 250 ML ],Veg
fd132098,Mix Nutella And Chocolate Shake,Veg
fd132099,Nutella Chocolate Shake [ 250 ML ],Veg
fd132101,Triple Berry Shake [ 250 ML ],Veg
fd132102,Vietnamese Iced Coffee [ 250 ML ],Veg
fd132107,2 x Peri Peri Potato Burger,Veg
fd132111,Bigg Veggie Burger,Veg
fd132112,Bigg Aloo Cheese Burger,Veg
fd132113,Tandoori Green Burger,Veg
fd132114,American Cheese Green Burger,Veg
fd132115,The Original Green Spicy Burger,Veg
fd132116,The Original Green Burger,Veg
fd132118,PERI PERI VEG SHAWARMA BURGER,Veg
fd132119,Grilled Peri Peri Paneer Burger,Veg
fd132120,Grilled Spicy Schezwan Paneer Burger,Veg
fd132121,Grilled Tandoori Paneer Burger,Veg
fd132123,Tandoori Aloo Burger,Veg
fd132124,Peri Peri Potato Burger,Veg
fd132127,Veg Punjabi Makhani Meal Box,Veg
fd132128,Bigg Club Meal Box,Veg
fd132129,Spicy Veg Combo,Veg
fd132130,Jumbo Veg Combo,Veg
fd132132,Tandoori Paneer Tikka Wrap,Veg
fd132134,Jain Volcano Cheese Combo,Veg
fd132135,Jain Tandoori Paneer Tikka Wrap,Veg
fd132136,Jain Cheesy Volcano Burger,Veg
fd132137,Jain Grilled Paneer Burger,Veg
fd132138,Cheesy Jain Nachos,Veg
fd132140,Cajun Crinkle Fries,Veg
fd132141,Halloween Shake.,Veg
fd132147,Plain Paratha ( 2 Pcs) with Aloo Mattar,Veg
fd132148,Plain Paratha ( 2 Pcs) with Chana Masala,Veg
fd132149,Chana Poori (3 Pooris),Veg
fd132150,Triple Manchurian with Rice,Veg
fd132152,Cottage Cheese Shalmargo,Veg
fd132153,Ginger Vegetable with tortila,Veg
fd132154,Mexican Fried Rice + Curry Sauce,Veg
fd132155,Vegetable Cutlets,Veg
fd132158,Jalapeno Cheese Corn Balls,Veg
fd132162,Birmies Special Sandwich,Veg
fd132189,CHEESE,Veg
fd132192,Masabat with Jeera Rice,Veg
fd132194,Aloo Paratha (2 Pcs) with Curd,Veg
fd132195,Aloo Onion Paratha (2 Pcs) with Curd,Veg
fd132196,Missi Paratha (2 Pcs) with Curd,Veg
fd132197,Gobi Paratha (2 Pcs) with Curd,Veg
fd132198,Masala Plain Paratha (2 Pcs) with Curd,Veg
fd132199,Paneer Paratha (1 Pcs) with Curd,Veg
fd132200,Cheese Paratha (1 Pcs) with Curd,Veg
fd132201,Cheese Onion Paratha (1 Pcs) with Curd,Veg
fd132202,Cheese Aloo Paratha (2 Pcs) with Curd,Veg
fd132203,Aloo Onion Cheese Paratha (2 Pcs) with Curd,Veg
fd132207,Poori Shak (3 Pooris),Veg
fd132208,Paneer Takatak with Plain Paratha,Veg
fd132209,Plain Paratha 2 Pc + Achari Aloo,Veg
fd132210,Plain Paratha + Manchurian Batter Masala 2 Pc,Veg
